seed,coverage,sharpness
seed_0,0.9662921348314607,225.192
seed_1,0.9775280898876404,252.29199999999994
seed_2,0.9550561797752809,212.52399999999994
seed_3,0.9662921348314607,225.936
seed_4,0.9325842696629213,183.87599999999998
seed_5,0.9662921348314607,240.252
seed_6,0.9662921348314607,224.99200000000002
seed_7,0.9325842696629213,210.51599999999996
seed_8,0.9438202247191011,231.6799999999999
seed_9,0.9662921348314607,243.08399999999986
seed_10,0.9550561797752809,233.65999999999985
seed_11,0.9325842696629213,201.46000000000004
seed_12,0.9550561797752809,219.896
seed_13,0.9550561797752809,207.29999999999976
seed_14,0.9550561797752809,224.17199999999997
seed_15,0.9662921348314607,227.41199999999998
seed_16,0.9775280898876404,242.84000000000006
seed_17,0.9662921348314607,251.48399999999998
seed_18,0.9550561797752809,216.35599999999994
seed_19,0.9662921348314607,238.12399999999997
seed_20,0.9662921348314607,232.33999999999986
seed_21,0.9438202247191011,212.41199999999986
seed_22,0.9887640449438202,256.5199999999999
seed_23,0.9662921348314607,231.26399999999995
seed_24,0.9550561797752809,244.34799999999993
seed_25,0.9662921348314607,236.4519999999999
seed_26,0.9438202247191011,213.24399999999991
seed_27,0.9775280898876404,243.59999999999994
seed_28,0.9775280898876404,224.09599999999998
seed_29,0.9438202247191011,214.95999999999987
seed_30,0.9662921348314607,215.46399999999994
seed_31,0.9550561797752809,210.40799999999993
seed_32,0.9662921348314607,218.81599999999995
seed_33,0.9662921348314607,234.92399999999998
seed_34,0.9662921348314607,237.83999999999997
seed_35,0.9325842696629213,190.65599999999995
seed_36,0.9662921348314607,223.5039999999999
seed_37,0.9550561797752809,217.33999999999997
seed_38,0.9438202247191011,208.55200000000002
seed_39,0.9662921348314607,230.0
seed_40,0.9775280898876404,215.09999999999994
seed_41,0.9662921348314607,219.936
seed_42,0.9438202247191011,201.896
seed_43,0.9775280898876404,239.0799999999999
seed_44,0.9325842696629213,194.68399999999997
seed_45,0.9662921348314607,256.6959999999999
seed_46,0.9213483146067416,219.17599999999996
seed_47,0.9662921348314607,230.8519999999999
seed_48,0.9550561797752809,220.896
seed_49,0.9550561797752809,217.04799999999992
seed_50,0.9550561797752809,224.65599999999995
seed_51,0.9662921348314607,235.51199999999986
seed_52,0.9550561797752809,215.26399999999987
seed_53,0.9662921348314607,247.23199999999989
seed_54,0.9438202247191011,209.95599999999982
seed_55,0.9662921348314607,230.29999999999984
seed_56,0.9550561797752809,212.31199999999995
seed_57,0.9775280898876404,246.95599999999996
seed_58,0.9887640449438202,258.76800000000003
seed_59,0.9550561797752809,206.80799999999985
seed_60,0.9662921348314607,241.81599999999995
seed_61,0.9887640449438202,243.75999999999996
seed_62,0.9438202247191011,221.61599999999993
seed_63,0.9213483146067416,177.93600000000006
seed_64,0.9662921348314607,220.308
seed_65,0.9550561797752809,214.49599999999992
seed_66,0.9662921348314607,235.22399999999985
seed_67,0.9662921348314607,236.8159999999999
seed_68,0.9775280898876404,252.66400000000002
seed_69,0.9101123595505618,202.2919999999999
seed_70,0.9550561797752809,237.31199999999995
seed_71,0.9662921348314607,240.46799999999993
seed_72,0.9662921348314607,225.16799999999984
seed_73,0.9662921348314607,228.67999999999995
seed_74,0.9550561797752809,218.59999999999994
seed_75,0.9662921348314607,222.25599999999991
seed_76,0.9662921348314607,231.364
seed_77,0.9550561797752809,235.01999999999998
seed_78,0.9662921348314607,218.2279999999999
seed_79,0.9775280898876404,248.52399999999992
seed_80,0.9550561797752809,210.52799999999993
seed_81,0.9662921348314607,247.08399999999986
seed_82,0.9775280898876404,232.8519999999999
seed_83,0.9213483146067416,200.37999999999997
seed_84,0.9775280898876404,241.52799999999982
seed_85,0.9775280898876404,253.55999999999992
seed_86,0.9662921348314607,229.692
seed_87,0.9662921348314607,227.67599999999996
seed_88,0.9438202247191011,198.25999999999996
seed_89,0.9887640449438202,241.896
seed_90,0.9662921348314607,230.2039999999999
seed_91,0.9438202247191011,203.62400000000005
seed_92,0.9213483146067416,189.94799999999998
seed_93,0.9550561797752809,229.46399999999994
seed_94,0.9662921348314607,251.25199999999992
seed_95,0.9662921348314607,211.4239999999999
seed_96,0.9775280898876404,217.65999999999994
seed_97,0.9662921348314607,228.56399999999988
seed_98,0.9662921348314607,220.54799999999992
seed_99,0.9887640449438202,249.62399999999997
seed_100,0.9662921348314607,227.68799999999993
seed_101,0.9550561797752809,225.2319999999998
seed_102,0.9662921348314607,240.17199999999997
seed_103,0.9775280898876404,228.648
seed_104,0.9662921348314607,226.45999999999998
seed_105,0.9662921348314607,217.2799999999999
seed_106,0.9887640449438202,252.01600000000002
seed_107,0.9438202247191011,221.248
