seed,coverage,sharpness
seed_0,0.9217538759689923,1.6286258749404077
seed_1,0.9249031007751938,1.6223765147831752
seed_2,0.9207848837209303,1.6254796910554148
seed_3,0.9224806201550387,1.6081122390932734
seed_4,0.9229651162790697,1.6585464049361711
seed_5,0.9219961240310077,1.6106576274455477
seed_6,0.9176356589147286,1.6189056346020791
seed_7,0.9217538759689923,1.6342302119638243
seed_8,0.9253875968992248,1.62759789454752
seed_9,0.9229651162790697,1.6352738689665145
seed_10,0.9227228682170543,1.6057639628233609
seed_11,0.9241763565891473,1.6188023738963404
seed_12,0.9195736434108527,1.606040437781751
seed_13,0.9210271317829457,1.600489367533463
seed_14,0.9215116279069767,1.624117542222507
seed_15,0.9246608527131783,1.6333816178270866
seed_16,0.9232073643410853,1.6104630588857451
seed_17,0.9270833333333334,1.6562040599407302
seed_18,0.9205426356589147,1.6040850089218068
seed_19,0.9200581395348837,1.6293279203388522
seed_20,0.9188468992248062,1.6348223168227451
seed_21,0.9251453488372093,1.628802459578885
seed_22,0.9181201550387597,1.5991614337668036
seed_23,0.9270833333333334,1.6690718435696257
seed_24,0.9234496124031008,1.637882069331592
seed_25,0.9232073643410853,1.5972882339609233
seed_26,0.9263565891472868,1.6444780230378333
seed_27,0.9215116279069767,1.6204430207438174
seed_28,0.9241763565891473,1.624760370588746
seed_29,0.9246608527131783,1.6543224289672769
seed_30,0.9256298449612403,1.5972698615484393
seed_31,0.9241763565891473,1.6264381724771617
seed_32,0.9246608527131783,1.652511484131779
seed_33,0.9205426356589147,1.617305891358582
seed_34,0.9229651162790697,1.6328353065676642
seed_35,0.9186046511627907,1.605147464658199
seed_36,0.9224806201550387,1.6087499242598855
seed_37,0.9241763565891473,1.6330500445875844
seed_38,0.9246608527131783,1.6326962114782129
seed_39,0.9227228682170543,1.6385812210594786
seed_40,0.9227228682170543,1.644539686827425
seed_41,0.9249031007751938,1.6594816091519644
seed_42,0.9195736434108527,1.5942077809304922
seed_43,0.9188468992248062,1.6536673278487584
seed_44,0.9198158914728682,1.6114861086252652
seed_45,0.9222383720930233,1.6318731304570444
seed_46,0.9224806201550387,1.6111499146199364
seed_47,0.9205426356589147,1.6290067149309633
seed_48,0.9295058139534884,1.652649771681411
seed_49,0.9207848837209303,1.6291392155237328
seed_50,0.9280523255813954,1.6456734080548614
seed_51,0.9212693798449613,1.6299707823118759
seed_52,0.9193313953488372,1.6055798496988494
seed_53,0.9263565891472868,1.634049314931505
seed_54,0.9246608527131783,1.6188795020497935
seed_55,0.9239341085271318,1.6446545799943273
seed_56,0.9195736434108527,1.6435780985804265
seed_57,0.9249031007751938,1.635009242268267
seed_58,0.9210271317829457,1.642611962637627
seed_59,0.9261143410852714,1.6451002424092571
seed_60,0.9239341085271318,1.6323581381734924
seed_61,0.9249031007751938,1.6140988994893162
seed_62,0.9217538759689923,1.5963033344942503
seed_63,0.9200581395348837,1.612899748169372
seed_64,0.9253875968992248,1.6168532813651488
seed_65,0.9198158914728682,1.6365801958046635
seed_66,0.9287790697674418,1.6167021611595207
seed_67,0.9297480620155039,1.6549709053139523
seed_68,0.9207848837209303,1.612383529344854
seed_69,0.9270833333333334,1.6484956271495506
seed_70,0.9244186046511628,1.6546229336734934
seed_71,0.9261143410852714,1.6406816639190396
