seed,coverage,sharpness
seed_0,0.3595505617977528,54.68366458598617
seed_1,0.33707865168539325,46.73442623995324
seed_2,0.4044943820224719,51.52723894366728
seed_3,0.3595505617977528,49.48276519771006
seed_4,0.34831460674157305,43.68822030446329
seed_5,0.4606741573033708,68.89619141793142
seed_6,0.38202247191011235,43.825719518945455
seed_7,0.3258426966292135,46.58202323632924
seed_8,0.2808988764044944,36.055900743346385
seed_9,0.34831460674157305,47.90119193281017
seed_10,0.34831460674157305,47.48224848607734
seed_11,0.38202247191011235,55.99296937801797
seed_12,0.33707865168539325,43.45354141776641
seed_13,0.29213483146067415,43.95463644000494
seed_14,0.3258426966292135,37.62172278540906
seed_15,0.3258426966292135,44.83089392672844
seed_16,0.39325842696629215,57.88515005659266
seed_17,0.4157303370786517,45.71256087538275
seed_18,0.38202247191011235,52.20433099432874
seed_19,0.3707865168539326,51.13002629458132
seed_20,0.3595505617977528,53.278246581422
seed_21,0.3595505617977528,52.0590633251855
seed_22,0.449438202247191,64.04478306952605
seed_23,0.38202247191011235,46.5061951015969
seed_24,0.29213483146067415,34.0866017270867
seed_25,0.30337078651685395,42.26656428513822
seed_26,0.3707865168539326,46.41180493699341
seed_27,0.449438202247191,63.614556641138215
seed_28,0.3595505617977528,51.21143075436091
seed_29,0.30337078651685395,52.93704523465565
seed_30,0.42696629213483145,50.481205320294954
seed_31,0.30337078651685395,32.658630126257
seed_32,0.4157303370786517,58.76168798516636
seed_33,0.3258426966292135,38.84420730220185
seed_34,0.29213483146067415,37.612352408543536
seed_35,0.30337078651685395,42.07156130768581
seed_36,0.3707865168539326,48.510427148328766
seed_37,0.449438202247191,58.48867724859412
seed_38,0.3595505617977528,48.38529679635604
seed_39,0.3707865168539326,57.023029203424606
seed_40,0.3146067415730337,39.33826194293682
seed_41,0.3595505617977528,50.4239219753591
seed_42,0.33707865168539325,46.27479529370819
seed_43,0.34831460674157305,40.30886097972782
seed_44,0.34831460674157305,48.27036146888019
seed_45,0.3258426966292135,44.71277985600643
seed_46,0.42696629213483145,64.38116578401093
seed_47,0.39325842696629215,48.4567820155559
seed_48,0.33707865168539325,42.26598033413217
seed_49,0.34831460674157305,50.586017823717526
seed_50,0.3707865168539326,42.34082155870878
seed_51,0.33707865168539325,36.724504637455496
seed_52,0.2696629213483146,32.50305627534696
seed_53,0.38202247191011235,53.49477972950757
seed_54,0.3707865168539326,44.67044702556406
seed_55,0.34831460674157305,52.54911992527445
seed_56,0.24719101123595505,30.887205962749473
seed_57,0.3595505617977528,44.77755081776243
seed_58,0.38202247191011235,48.5264226608887
seed_59,0.2808988764044944,34.881773864402
seed_60,0.43820224719101125,53.441846185528746
