seed,coverage,sharpness
seed_0,0.6996124031007752,0.7424623512840314
seed_1,0.7076065891472868,0.7534320321340258
seed_2,0.7022771317829457,0.7462296864842486
seed_3,0.7025193798449613,0.7570166233398161
seed_4,0.7078488372093024,0.7521924879576319
seed_5,0.7083333333333334,0.7522909100080898
seed_6,0.7095445736434108,0.7584319655633214
seed_7,0.7100290697674418,0.7541316397324211
seed_8,0.7063953488372093,0.7539195700144561
seed_9,0.7013081395348837,0.7519333697728291
seed_10,0.7049418604651163,0.7477465173474697
seed_11,0.7141472868217055,0.7565260418721564
seed_12,0.7056686046511628,0.7559769448641426
seed_13,0.7066375968992248,0.74994305785691
seed_14,0.7022771317829457,0.7525677272359265
seed_15,0.7032461240310077,0.7605456916105114
seed_16,0.7005813953488372,0.7451731545643189
seed_17,0.7059108527131783,0.7614024894240138
seed_18,0.7076065891472868,0.7561418513878824
seed_19,0.7032461240310077,0.7480078881783828
seed_20,0.7119670542635659,0.7612058316082313
seed_21,0.7054263565891473,0.7424115070839228
seed_22,0.6993701550387597,0.7511712038511504
seed_23,0.7042151162790697,0.7631566079385705
seed_24,0.7119670542635659,0.7648333097791404
seed_25,0.7056686046511628,0.7408654337855758
seed_26,0.7025193798449613,0.7512133979114359
seed_27,0.7010658914728682,0.7499436442976233
seed_28,0.7042151162790697,0.7580403152770533
seed_29,0.7039728682170543,0.761215114573089
seed_30,0.7044573643410853,0.7439339342157795
seed_31,0.7005813953488372,0.7463385529450519
seed_32,0.7097868217054264,0.7503092074384624
seed_33,0.7095445736434108,0.7651143137804062
seed_34,0.7129360465116279,0.7668078386632489
seed_35,0.7039728682170543,0.7509612116834337
seed_36,0.7022771317829457,0.7453798952985968
seed_37,0.7085755813953488,0.7529992946477302
seed_38,0.7063953488372093,0.7557507185078407
seed_39,0.7044573643410853,0.7567550373451457
seed_40,0.7095445736434108,0.758034546537017
seed_41,0.7119670542635659,0.7544729105703301
seed_42,0.7100290697674418,0.7419952969324496
seed_43,0.7061531007751938,0.7590211975448328
seed_44,0.7051841085271318,0.7489797481559561
seed_45,0.7102713178294574,0.7483021066869331
seed_46,0.7068798449612403,0.7396216053496711
seed_47,0.7042151162790697,0.7571976226039396
seed_48,0.7117248062015504,0.7612779450952054
seed_49,0.6993701550387597,0.7544311083510937
seed_50,0.7034883720930233,0.7475310510940963
seed_51,0.7095445736434108,0.7566590126204127
seed_52,0.7066375968992248,0.7513906135286341
seed_53,0.7022771317829457,0.748632764260939
seed_54,0.7088178294573644,0.7539837244571498
seed_55,0.7114825581395349,0.754840962288684
seed_56,0.7134205426356589,0.7589480753000248
seed_57,0.7066375968992248,0.7634581256315083
seed_58,0.7030038759689923,0.749444222016974
seed_59,0.7095445736434108,0.7514119602131848
seed_60,0.7090600775193798,0.762902659965743
seed_61,0.7025193798449613,0.7523921847549448
seed_62,0.7008236434108527,0.7408326239171814
seed_63,0.7025193798449613,0.7473488896674682
seed_64,0.7005813953488372,0.7421052889392303
seed_65,0.7061531007751938,0.7653807119953366
seed_66,0.7080910852713178,0.7588624339158869
seed_67,0.7097868217054264,0.7555987530994848
seed_68,0.7105135658914729,0.7630448778681475
seed_69,0.7051841085271318,0.7598739096867515
seed_70,0.7020348837209303,0.7542534549990592
seed_71,0.7083333333333334,0.7577735922896639
seed_72,0.6984011627906976,0.764033984201904
seed_73,0.6991279069767442,0.7485264505436443
seed_74,0.7071220930232558,0.7686947677618949
seed_75,0.7059108527131783,0.7490403172736313
seed_76,0.7015503875968992,0.7567221955459403
seed_77,0.7010658914728682,0.7507810702404116
seed_78,0.6986434108527132,0.7512911946078358
seed_79,0.6967054263565892,0.7535452492782487
seed_80,0.7051841085271318,0.7614631730813106
seed_81,0.717781007751938,0.7579264789170405
seed_82,0.7139050387596899,0.7445927093811768
seed_83,0.7095445736434108,0.750122504185617
seed_84,0.7112403100775194,0.7518670420649964
seed_85,0.6991279069767442,0.7539505859888838
seed_86,0.7131782945736435,0.7438346496280637
seed_87,0.7148740310077519,0.7568972124253996
seed_88,0.7080910852713178,0.7542356980247547
seed_89,0.7117248062015504,0.7550559943521764
seed_90,0.7073643410852714,0.7592924249045729
seed_91,0.7073643410852714,0.7439213751523885
seed_92,0.7100290697674418,0.7694458656106424
seed_93,0.7066375968992248,0.7450040223249388
seed_94,0.6962209302325582,0.7585081214689071
seed_95,0.7068798449612403,0.751159362588232
seed_96,0.7063953488372093,0.7543518993747154
seed_97,0.7112403100775194,0.7453120896762995
seed_98,0.6974321705426356,0.7379258561784141
seed_99,0.7044573643410853,0.7558822197004105
seed_100,0.7076065891472868,0.7601955449350555
seed_101,0.7010658914728682,0.7507176345372594
seed_102,0.7027616279069767,0.7568230747172393
seed_103,0.7083333333333334,0.7677656476372459
seed_104,0.7003391472868217,0.7512269968932486
seed_105,0.7030038759689923,0.7532449037776154
