seed,coverage,sharpness
seed_0,0.9550561797752809,239.62791137695314
seed_1,0.9887640449438202,286.0082275390623
seed_2,0.9662921348314607,250.2669952392577
seed_3,0.9213483146067416,233.92141723632812
seed_4,0.9550561797752809,230.47317504882812
seed_5,0.9775280898876404,266.1370605468751
seed_6,0.9662921348314607,267.2968627929686
seed_7,0.898876404494382,202.11792602539066
seed_8,0.9438202247191011,233.1448181152344
seed_9,0.9662921348314607,236.8978576660156
seed_10,0.9775280898876404,243.89129638671872
seed_11,0.9325842696629213,206.29984741210927
seed_12,0.9438202247191011,235.2379150390625
seed_13,0.9438202247191011,221.5035339355468
seed_14,0.9775280898876404,262.84346923828116
seed_15,0.9887640449438202,256.6281311035156
seed_16,0.9662921348314607,240.51654663085944
seed_17,0.9438202247191011,249.94610595703122
seed_18,0.9550561797752809,249.948193359375
seed_19,0.9775280898876404,264.48735961914053
seed_20,0.9775280898876404,241.633135986328
seed_21,0.9438202247191011,238.0052856445313
seed_22,0.9662921348314607,262.72906494140625
seed_23,0.9662921348314607,265.2463134765626
seed_24,0.9775280898876404,240.1180419921875
seed_25,0.9550561797752809,238.6760803222655
seed_26,0.9325842696629213,242.14831542968747
seed_27,0.9662921348314607,271.2197509765624
seed_28,0.9325842696629213,230.6311767578125
seed_29,0.9550561797752809,204.28444213867192
seed_30,0.9775280898876404,242.78004150390615
seed_31,0.9550561797752809,237.17336425781238
seed_32,0.9662921348314607,231.1817169189453
seed_33,0.9662921348314607,259.97163696289044
seed_34,0.9775280898876404,270.50321044921856
seed_35,0.9325842696629213,236.44618530273425
seed_36,0.9662921348314607,259.4076782226561
seed_37,0.9662921348314607,246.20422363281247
seed_38,0.9550561797752809,222.45884399414055
seed_39,0.9775280898876404,266.5270507812498
seed_40,0.9662921348314607,244.6059143066406
seed_41,0.9325842696629213,235.88117065429694
seed_42,0.9438202247191011,225.25787658691394
seed_43,0.9887640449438202,268.5424682617186
seed_44,0.9887640449438202,240.25085449218733
seed_45,0.9887640449438202,299.1190124511718
seed_46,0.9662921348314607,250.00868530273425
seed_47,0.9662921348314607,240.28208618164064
seed_48,0.9775280898876404,251.64527587890626
seed_49,0.9550561797752809,224.95351562499994
seed_50,0.9662921348314607,239.71823120117185
seed_51,0.9775280898876404,238.94650421142572
seed_52,0.9662921348314607,247.1554931640623
seed_53,0.9775280898876404,253.1887573242188
