seed,train,test
seed_0,0.0324550328293693,57.063590902514534
seed_1,0.05119046586456319,57.84833891577094
seed_2,0.041911047127449516,60.1045773156841
seed_3,0.02857026573886872,65.2274457957895
seed_4,0.04275774432435623,62.238579554389496
seed_5,0.034537228305796884,59.98363704506695
seed_6,0.028561155953411275,58.389913118636386
seed_7,0.04085521364184155,59.63772467602613
seed_8,0.054093922801372055,62.28698591464435
seed_9,0.04502142463107343,58.133103354890025
seed_10,0.042604639385646584,56.88427427900415
seed_11,0.014297651905200062,58.79494865193023
seed_12,0.035452811745133365,61.062314423250534
seed_13,0.04920878173111406,61.16874183482193
seed_14,0.04080115604652746,54.90571212013219
seed_15,0.03184594882196928,52.39704149622967
seed_16,0.07382728467316177,63.25320876536751
seed_17,0.04636308803619471,59.98129827727787
seed_18,0.044116731099396025,64.95280949482276
seed_19,0.02361529919533558,61.248153705885706
seed_20,0.03058074915242298,61.93302336062302
seed_21,0.05003983050735158,60.045523035045086
seed_22,0.03582559886026802,57.87389651200973
seed_23,0.02428907695447942,60.98443877671164
seed_24,0.03147438854713292,56.81100436370529
seed_25,0.021517513723260648,57.729938529807235
seed_26,0.028818183526983843,57.40857559023469
seed_27,0.04518232828335845,59.01801310143819
seed_28,0.023654823605979,64.11201728307557
seed_29,0.04621002143493044,56.99020331798371
seed_30,0.025619484825874585,57.89300211565327
seed_31,0.02454246675759465,58.821909356713
seed_32,0.03316614851325521,55.390976454454524
seed_33,0.0381333767121254,61.434241252696225
seed_34,0.05421280718071286,61.082023049077186
seed_35,0.03321462914404816,65.29595223814198
seed_36,0.01812683203604674,58.7447334270817
seed_37,0.029389027683680655,56.45658092648477
seed_38,0.02456324657927243,56.71549149410385
seed_39,0.04857764419454268,57.98409636253544
seed_40,0.041064996270048976,56.22153548567132
seed_41,0.016601913394898218,60.50105907239534
seed_42,0.04503324049491588,58.1046557283787
seed_43,0.02279995155718223,53.35832861184423
seed_44,0.040118394363025715,56.66329853733569
seed_45,0.032412871515433934,64.14084336001243
seed_46,0.047355954134973864,61.59080625333326
seed_47,0.04465300005313718,62.1946003458901
seed_48,0.021224863918316118,61.355421270475844
seed_49,0.0275605421609658,56.541924748027924
seed_50,0.048189739683837995,61.604946939276914
seed_51,0.054844331625807756,55.33836635875009
seed_52,0.020076966781353334,59.70170228106605
