seed,train,test
seed_98,0.40201441544557154,0.4750554152236636
seed_99,0.41746574084825316,0.47835064856644594
seed_100,0.4178722412836061,0.47959947881637194
seed_101,0.41521274207209524,0.4793938589837843
seed_102,0.42013447941647625,0.48138247969513476
seed_103,0.4243753686398271,0.4799481445499035
seed_104,0.41674330741961296,0.47600796928118416
seed_105,0.4192994511004703,0.4822440295466594
seed_106,0.416685585957221,0.47686078894304285
seed_107,0.4191326351973743,0.4857200369674025
seed_108,0.4120173044580902,0.4755436541082259
seed_109,0.42128771972703916,0.47899122932858645
seed_110,0.414835572160624,0.4840907668839727
seed_111,0.41817340797245467,0.48008853787468636
seed_112,0.4136914065045692,0.4771436166194151
seed_113,0.4182211238974024,0.482891771079015
seed_114,0.413581332781565,0.4827332612249398
seed_115,0.41344901066102674,0.47850041487387146
seed_116,0.41947681369502077,0.48401059436290017
seed_117,0.4224770992864984,0.48027355771228813
seed_118,0.4104233577649701,0.47359641589784995
seed_119,0.41483471580764064,0.4745163321461508
seed_120,0.41444544638643194,0.47918438449059325
seed_121,0.41714825836131997,0.4823888111225344
seed_122,0.41744085450917073,0.48279126466946565
seed_123,0.4080087629771499,0.474109020977691
seed_124,0.4179929843964395,0.48586187065553726
seed_125,0.4167604865975341,0.4802048743249929
seed_126,0.40764896770034476,0.4782757392976894
seed_127,0.41311951399888125,0.47788796347493995
seed_128,0.4129908322274911,0.474727688840102
seed_129,0.4282942103059962,0.4818480158410938
seed_130,0.41312401289439804,0.477684552945664
seed_131,0.41822045185164275,0.4765318269300355
seed_132,0.41825342204658467,0.4780762751637779
seed_133,0.4222121970787484,0.47747855164954767
seed_134,0.3978381761781529,0.4743029856940651
seed_135,0.41749496627224497,0.4796787896267996
seed_136,0.41236378390063394,0.4798685059443698
seed_137,0.41690551621449135,0.47906790369485985
seed_138,0.4147637763213438,0.48031913255802533
seed_139,0.41123348068314375,0.48266603382433115
seed_140,0.4136011266802396,0.48213215885107996
seed_141,0.4199229383421822,0.47843742665375655
seed_142,0.4154838335083263,0.47757179597040755
seed_143,0.417233985646773,0.48186271172360723
seed_144,0.4112991260105642,0.477416912722019
seed_145,0.41851991430208296,0.48489005707146293
seed_146,0.41790646591021735,0.4778310225469217
seed_147,0.4179493322114182,0.47936846864880533
seed_148,0.41260732965537206,0.48368948077978813
seed_149,0.4239506813865717,0.48103905358724064
seed_150,0.41350858580091004,0.4797265805898387
seed_151,0.40718337278019345,0.4759740874262775
seed_152,0.40918391665741666,0.4780554922682901
seed_153,0.4127835352835934,0.4787028684324765
seed_154,0.40925666710074177,0.4838187514228341
seed_155,0.4175116547699282,0.477073343683429
seed_156,0.40962138169596896,0.48089188931354043
seed_157,0.4147190544576663,0.47847236899850093
seed_158,0.41873354221919545,0.4803638020900731
seed_159,0.4190255600992148,0.4801243183930146
seed_160,0.4158552182348802,0.48071019246840124
seed_161,0.4153805399770198,0.4748700330515526
seed_162,0.4202569737526935,0.4803797718154941
seed_163,0.4182270617245488,0.47816106189037505
seed_164,0.41475701021619465,0.47890640129835454
seed_165,0.4174911160784438,0.4801810601822974
seed_166,0.4176252044533828,0.47938392662190943
seed_167,0.4113477643022165,0.4849542519112148
seed_168,0.41503984477784023,0.48360957969863777
seed_169,0.41336985856219033,0.48009603661430084
seed_170,0.424452553690782,0.48285061257965667
seed_171,0.4103881496283927,0.4835505175552016
seed_172,0.41883856347310094,0.48328518174281776
seed_173,0.41875435656474125,0.478065193378637
seed_174,0.4192892891859791,0.4782097417398344
seed_175,0.4110570102077912,0.4771273810746482
seed_176,0.4000162887703447,0.4769951377787754
seed_177,0.41353491712608553,0.4828262197980633
seed_178,0.4176868253602757,0.48201539464833754
seed_179,0.40956566328070715,0.48374531867295306
seed_180,0.419039165264093,0.4774317214256846
seed_181,0.4135723902491348,0.4793434558231908
seed_182,0.4138070329572454,0.48156320565639565
seed_183,0.4217702163233204,0.4796942773833923
seed_184,0.41107564570582716,0.4826456261592735
seed_185,0.42146288601131493,0.4814690966146815
seed_186,0.4157729605299789,0.4829715903155461
seed_187,0.4179588379951228,0.47963012727486537
seed_188,0.4103858461812018,0.480787151064975
seed_189,0.4079984881635664,0.4808555387664422
seed_190,0.41030806992259233,0.4754903435954729
seed_191,0.4178828249251494,0.4802120258121071
seed_192,0.41788375499938124,0.4770884906398244
seed_193,0.4083481124167417,0.47913656578815506
seed_194,0.41484795363946764,0.4845854362527301
seed_195,0.4109587532600772,0.47843729192308143
seed_196,0.41752668454948993,0.4800889169529992
seed_197,0.4117608107063734,0.46699574842995223
seed_198,0.420286302101463,0.48020076225646946
seed_199,0.4109632033383602,0.48336216895315653
