seed,coverage,sharpness
seed_0,0.9498546511627907,1.989451252471923
seed_1,0.9510658914728682,1.9801429748535144
seed_2,0.9488856589147286,1.9878824043273926
seed_3,0.9474321705426356,1.959304063415527
seed_4,0.9498546511627907,1.9822148010253917
seed_5,0.9520348837209303,2.0446485237121585
seed_6,0.9447674418604651,1.946962361907958
seed_7,0.9474321705426356,1.9670947937011718
seed_8,0.9476744186046512,1.9906011695861814
seed_9,0.9486434108527132,1.9809728459472642
seed_10,0.9452519379844961,1.930662555694581
seed_11,0.939437984496124,1.869827256500244
seed_12,0.9418604651162791,1.901404912567138
seed_13,0.9445251937984496,1.998705256378173
seed_14,0.9505813953488372,1.957985497283935
seed_15,0.9442829457364341,1.9656653046607966
seed_16,0.9513081395348837,2.0553117172241215
seed_17,0.9493701550387597,1.9801953010559075
seed_18,0.9476744186046512,1.960340576934815
seed_19,0.9520348837209303,2.093417655944822
seed_20,0.9493701550387597,1.9804565761566157
seed_21,0.9481589147286822,1.970554652404785
seed_22,0.9493701550387597,2.0084342679138167
seed_23,0.9440406976744186,1.8957097190856917
seed_24,0.9457364341085271,1.93938381652832
seed_25,0.9515503875968992,2.0860087814331068
seed_26,0.9474321705426356,1.9622655746459965
seed_27,0.9522771317829457,2.00595567980957
seed_28,0.9484011627906976,1.9561025421142584
seed_29,0.9440406976744186,1.954869421768187
seed_30,0.9546996124031008,2.0871102943420405
seed_31,0.9534883720930233,2.0431231100158693
seed_32,0.9411337209302325,1.901750421905516
seed_33,0.9423449612403101,1.8967174041748045
seed_34,0.9442829457364341,1.936539077484131
seed_35,0.9493701550387597,1.9898902821655267
seed_36,0.9498546511627907,1.9950165748596191
seed_37,0.9469476744186046,1.95497173538208
seed_38,0.9500968992248062,1.9938791310424797
seed_39,0.9537306201550387,2.0332307327270494
seed_40,0.9423449612403101,1.8547312816619872
seed_41,0.9440406976744186,1.924276853942871
seed_42,0.9505813953488372,2.04515037384033
seed_43,0.9476744186046512,1.9581621879577644
seed_44,0.9500968992248062,1.9916291509704573
seed_45,0.9527616279069767,2.0165440551757796
seed_46,0.9563953488372093,2.0777741638183604
seed_47,0.9476744186046512,1.94894548034668
seed_48,0.9457364341085271,1.889304126464843
seed_49,0.9532461240310077,2.0710749554748524
seed_50,0.9457364341085271,1.9367881612853992
seed_51,0.9462209302325582,1.898061391448973
seed_52,0.9486434108527132,1.9738739212036127
seed_53,0.9525193798449613,1.9989289360046385
seed_54,0.9481589147286822,2.0362161758422843
seed_55,0.9479166666666666,1.982141546630859
seed_56,0.9464631782945736,1.9218483049468986
seed_57,0.9457364341085271,1.8890321006774897
seed_58,0.9491279069767442,2.070012542266845
seed_59,0.9454941860465116,1.9259833740234373
seed_60,0.9542151162790697,2.063888027954101
seed_61,0.9498546511627907,1.9891118026733388
seed_62,0.9474321705426356,1.9963041264648425
seed_63,0.9469476744186046,1.9467997455596917
seed_64,0.9484011627906976,1.9534672454833983
seed_65,0.9467054263565892,1.908021163940429
seed_66,0.9498546511627907,1.9612641744689938
seed_67,0.9462209302325582,1.9473949798583978
seed_68,0.9476744186046512,1.950973886108398
seed_69,0.9493701550387597,1.992393593978882
seed_70,0.9406492248062015,1.843717967224122
seed_71,0.9430717054263565,1.9174425636291508
seed_72,0.9479166666666666,1.9414353355407707
seed_73,0.9491279069767442,1.9494274296874998
seed_74,0.9452519379844961,1.9086453804016097
seed_75,0.9498546511627907,1.9909279853820792
seed_76,0.9498546511627907,1.9511231170654284
seed_77,0.9447674418604651,1.9170510276794428
seed_78,0.9532461240310077,2.0372852611541745
seed_79,0.9442829457364341,1.9663224578857417
seed_80,0.9457364341085271,1.944411420166016
seed_81,0.9493701550387597,1.942992275238037
seed_82,0.9481589147286822,1.9743737083435062
seed_83,0.9500968992248062,2.0422847854614252
seed_84,0.9447674418604651,1.9738865211486816
seed_85,0.9452519379844961,1.9476283843994142
seed_86,0.9459786821705426,1.9603821144104003
seed_87,0.9464631782945736,1.9506486404418943
seed_88,0.9459786821705426,1.939685557937622
seed_89,0.9568798449612403,2.07368670196533
seed_90,0.9527616279069767,2.1000708549499514
seed_91,0.9421027131782945,1.851470485687255
seed_92,0.9471899224806202,1.9161372848510752
seed_93,0.9527616279069767,2.0616946693420397
seed_94,0.9481589147286822,1.9763949264526357
seed_95,0.9520348837209303,2.031466249847412
seed_96,0.9447674418604651,1.9956377212524419
seed_97,0.9464631782945736,1.9610456718444818
