coverage,sharpness,seed,alpha
0.8900193798449613,1.3969662405483434,55,0.1
0.7991763565891473,0.9528639912124643,55,0.2
0.999515503875969,5.924834069801795,56,0.001
0.9881298449612403,3.463976384339098,56,0.01
0.9464631782945736,1.9673940562492718,56,0.05
0.8934108527131783,1.402854301342689,56,0.1
0.7969961240310077,0.9490785476976598,56,0.2
0.9997577519379846,5.892825988806993,57,0.001
0.9874031007751938,3.305632735746478,57,0.01
0.9442829457364341,1.8868877699612552,57,0.05
0.8866279069767442,1.3758316979516536,57,0.1
0.7933624031007752,0.9539231350689192,57,0.2
0.9992732558139535,5.808200526165345,58,0.001
0.9886143410852714,3.4995365928154163,58,0.01
0.9491279069767442,1.9780631008651466,58,0.05
0.8931686046511628,1.4158061288844692,58,0.1
0.8035368217054264,0.9859252931781537,58,0.2
0.9997577519379846,6.195504598343777,59,0.001
0.9871608527131783,3.3376727931929437,59,0.01
0.9484011627906976,1.9595196099607108,59,0.05
0.8997093023255814,1.4259500659755602,59,0.1
0.811046511627907,0.9852128314298594,59,0.2
0.9983042635658915,5.678202027103049,60,0.001
0.9881298449612403,3.4759780486790883,60,0.01
0.9488856589147286,1.9712798794962083,60,0.05
0.8982558139534884,1.4330535989190119,60,0.1
0.8093507751937985,0.9823253369870582,60,0.2
0.9987887596899225,5.775013178392261,61,0.001
0.9903100775193798,3.563976558472002,61,0.01
0.9532461240310077,2.0124899399409517,61,0.05
0.9011627906976745,1.4486808770698154,61,0.1
0.8066860465116279,0.9706298721318521,61,0.2
0.9997577519379846,6.6222089494148975,62,0.001
0.9895833333333334,3.600185062706486,62,0.01
0.9546996124031008,2.019518226281913,62,0.05
0.904312015503876,1.4522333964355978,62,0.1
0.8076550387596899,0.9624610074057056,62,0.2
0.999515503875969,6.064455494943347,63,0.001
0.9910368217054264,3.5771069971995564,63,0.01
0.9534883720930233,2.0367154758347685,63,0.05
0.908187984496124,1.511618334930322,63,0.1
0.8098352713178295,1.0145814100713508,63,0.2
0.998546511627907,5.6846351439462515,64,0.001
0.9905523255813954,3.6128762486963515,64,0.01
0.9510658914728682,1.9822709669311251,64,0.05
0.9021317829457365,1.4176327080624525,64,0.1
0.7996608527131783,0.9443259075898458,64,0.2
0.998546511627907,5.531535664373967,65,0.001
0.9864341085271318,3.370128645612345,65,0.01
0.9471899224806202,1.9139097028004115,65,0.05
0.8977713178294574,1.4430695542692344,65,0.1
0.7991763565891473,0.9656547846885504,65,0.2
0.999515503875969,5.983255255575136,66,0.001
0.9895833333333334,3.5109895914943037,66,0.01
0.9505813953488372,1.9545894472552374,66,0.05
0.8934108527131783,1.3952879608311535,66,0.1
0.7906976744186046,0.9455265151893674,66,0.2
0.998546511627907,5.5947279282797,67,0.001
0.9883720930232558,3.5809724576692403,67,0.01
0.9447674418604651,1.8724578329432322,67,0.05
0.905765503875969,1.4330095521660198,67,0.1
0.8076550387596899,0.9767565560501854,67,0.2
0.9992732558139535,5.68229503725763,68,0.001
0.9869186046511628,3.308999209312409,68,0.01
0.9450096899224806,1.9184152949948579,68,0.05
0.8946220930232558,1.414502302932768,68,0.1
0.8008720930232558,0.9864246139352773,68,0.2
0.9987887596899225,5.389174282145676,69,0.001
0.9874031007751938,3.284863217465408,69,0.01
0.9484011627906976,1.9310404855961207,69,0.05
0.8997093023255814,1.4087934504329558,69,0.1
0.8141957364341085,0.9754762019617331,69,0.2
0.998062015503876,5.362647246049036,70,0.001
0.9832848837209303,3.1361538644184006,70,0.01
0.9425872093023255,1.8442959511546098,70,0.05
0.8902616279069767,1.371318612707455,70,0.1
0.7967538759689923,0.9593423164020005,70,0.2
0.999515503875969,6.529715044978019,71,0.001
0.9866763565891473,3.304488657096398,71,0.01
0.9418604651162791,1.846086636336551,71,0.05
0.8912306201550387,1.370211472977898,71,0.1
0.7972383720930233,0.9525177812871378,71,0.2
0.998546511627907,5.8699996914371955,72,0.001
0.9878875968992248,3.444648636198371,72,0.01
0.9464631782945736,1.9033471786966882,72,0.05
0.8975290697674418,1.4137855953150034,72,0.1
0.809593023255814,0.9750519262099505,72,0.2
0.999515503875969,7.3272270686566685,73,0.001
0.9895833333333334,3.6222908162899135,73,0.01
0.9527616279069767,2.046352373836001,73,0.05
0.8992248062015504,1.4556798955147885,73,0.1
0.8098352713178295,1.0047153264573794,73,0.2
0.9983042635658915,5.400214203749499,74,0.001
0.9859496124031008,3.3185214810879042,74,0.01
0.9481589147286822,1.9269097056807512,74,0.05
0.8980135658914729,1.4163514090682032,74,0.1
0.8071705426356589,0.9784118835455651,74,0.2
0.9992732558139535,6.345136849355907,75,0.001
0.9878875968992248,3.4753023281226705,75,0.01
0.9517926356589147,1.9779408030983197,75,0.05
0.905765503875969,1.46069100508895,75,0.1
0.8141957364341085,0.9967305575999017,75,0.2
0.9992732558139535,6.08972488616296,76,0.001
0.9878875968992248,3.4987367547482457,76,0.01
0.9452519379844961,1.9057791401865385,76,0.05
0.8943798449612403,1.3864517916496761,76,0.1
0.8042635658914729,0.961325737219493,76,0.2
0.9987887596899225,5.932016985962169,77,0.001
0.9852228682170543,3.2302624284566335,77,0.01
0.9442829457364341,1.876648082082351,77,0.05
0.8997093023255814,1.4041586369339045,77,0.1
0.8023255813953488,0.9665026305802181,77,0.2
0.9992732558139535,6.199832105385397,78,0.001
0.9900678294573644,3.665269414728974,78,0.01
0.9515503875968992,1.9994583255984235,78,0.05
0.9035852713178295,1.4426933080236766,78,0.1
0.8108042635658915,0.9945410740651396,78,0.2
0.999515503875969,6.215692246778236,79,0.001
0.9893410852713178,3.619286512086957,79,0.01
0.9462209302325582,1.9001363852492656,79,0.05
0.8980135658914729,1.424330390623311,79,0.1
0.8018410852713178,0.9710417606287656,79,0.2
0.997577519379845,5.147052085505948,80,0.001
0.9847383720930233,3.2807023498998698,80,0.01
0.9493701550387597,1.9498276059840585,80,0.05
0.8997093023255814,1.4271302884704462,80,0.1
0.8042635658914729,0.9823658140617542,80,0.2
0.9997577519379846,6.302528934116932,81,0.001
0.9893410852713178,3.5366328598327383,81,0.01
0.9445251937984496,1.9211969158922173,81,0.05
0.8989825581395349,1.4088553384619287,81,0.1
0.8122577519379846,0.9797448873765084,81,0.2
0.9987887596899225,5.3115782784480645,82,0.001
0.9886143410852714,3.469797853188447,82,0.01
0.9464631782945736,1.8915485009985566,82,0.05
0.8992248062015504,1.4263702109999046,82,0.1
0.8054748062015504,0.9689982695040842,82,0.2
0.999515503875969,6.292019550199162,83,0.001
0.9869186046511628,3.414742868326071,83,0.01
0.9503391472868217,2.0119306156782892,83,0.05
0.9014050387596899,1.44642821696945,83,0.1
0.8035368217054264,0.9702486899108802,83,0.2
0.9987887596899225,5.506357398676409,84,0.001
0.9866763565891473,3.278898946626847,84,0.01
0.9467054263565892,1.903976158088422,84,0.05
0.9014050387596899,1.4568698138753127,84,0.1
0.8035368217054264,0.9652663183836623,84,0.2
0.9992732558139535,6.0572810387906495,85,0.001
0.9886143410852714,3.5167592737454,85,0.01
0.9520348837209303,1.9843546497572184,85,0.05
0.9006782945736435,1.4391585877771889,85,0.1
0.8076550387596899,0.964838435669274,85,0.2
0.999515503875969,6.183624067311724,86,0.001
0.9888565891472868,3.5088465285545993,86,0.01
0.9493701550387597,2.0102751179388902,86,0.05
0.8948643410852714,1.4321978750461724,86,0.1
0.7955426356589147,0.9571460190043677,86,0.2
0.9997577519379846,6.524867088026965,87,0.001
0.9847383720930233,3.176119748984604,87,0.01
0.9481589147286822,1.8977657213877885,87,0.05
0.8951065891472868,1.4091907131187524,87,0.1
0.8008720930232558,0.9564498479518443,87,0.2
0.9987887596899225,5.689367714028807,88,0.001
0.9869186046511628,3.345991028547468,88,0.01
0.9481589147286822,1.9720850809229842,88,0.05
0.9026162790697675,1.4674765508373246,88,0.1
0.8076550387596899,0.9881282735031722,88,0.2
0.999515503875969,6.153428981507803,89,0.001
0.9871608527131783,3.347389967747188,89,0.01
0.9498546511627907,1.9524716387724477,89,0.05
0.8975290697674418,1.406567452753144,89,0.1
0.8052325581395349,0.9650103844346174,89,0.2
0.999515503875969,5.904625104740921,90,0.001
0.9895833333333334,3.597764620192462,90,0.01
0.9491279069767442,1.9798480216201648,90,0.05
0.8972868217054264,1.4253502726944738,90,0.1
0.8001453488372093,0.9821615100348735,90,0.2
0.9997577519379846,6.655741212286118,91,0.001
0.9900678294573644,3.6428898140176136,91,0.01
0.9457364341085271,1.917210902590683,91,0.05
0.8943798449612403,1.3840018484969971,91,0.1
0.8037790697674418,0.9549716291489414,91,0.2
0.999031007751938,6.175057108108924,92,0.001
0.9874031007751938,3.3869923869373135,92,0.01
0.9413759689922481,1.8528988420483254,92,0.05
0.8951065891472868,1.3950492446702474,92,0.1
0.7960271317829457,0.936334708771211,92,0.2
0.9997577519379846,6.301955131537311,93,0.001
0.9888565891472868,3.473204906742261,93,0.01
0.9508236434108527,1.9215864252366508,93,0.05
0.8980135658914729,1.414388063373583,93,0.1
0.7974806201550387,0.9501555921810905,93,0.2
0.9992732558139535,6.028320320676844,94,0.001
0.9878875968992248,3.3275113971759698,94,0.01
0.9467054263565892,1.88317053711619,94,0.05
0.8907461240310077,1.379510133561115,94,0.1
0.7991763565891473,0.9652209464271471,94,0.2
0.9997577519379846,6.433068086044198,95,0.001
0.9881298449612403,3.5164601347790576,95,0.01
0.9505813953488372,2.0146034196029112,95,0.05
0.9050387596899225,1.4584575155271264,95,0.1
0.8074127906976745,0.979183323375091,95,0.2
0.9987887596899225,5.607243662730292,96,0.001
0.9844961240310077,3.1286886778844147,96,0.01
0.9479166666666666,1.924849854507468,96,0.05
0.9021317829457365,1.4284555610299834,96,0.1
0.8078972868217055,0.9939662412666542,96,0.2
0.9983042635658915,5.31717384161594,97,0.001
0.9859496124031008,3.341826889279351,97,0.01
0.9493701550387597,1.9636118568525838,97,0.05
0.8958333333333334,1.3908689949319002,97,0.1
0.7984496124031008,0.9594191347398383,97,0.2
0.998546511627907,5.892220023489132,98,0.001
0.9895833333333334,3.5085115318492095,98,0.01
0.9549418604651163,2.0450930122252973,98,0.05
0.909156976744186,1.501216220372679,98,0.1
0.8200096899224806,1.0118044009131113,98,0.2
0.999515503875969,6.570758870710895,99,0.001
0.9871608527131783,3.320585374170392,99,0.01
0.9527616279069767,1.9800647971867278,99,0.05
0.9006782945736435,1.4359194944910398,99,0.1
0.809593023255814,0.9912568365994261,99,0.2
0.999031007751938,6.093882569595285,100,0.001
0.9852228682170543,3.259568911064171,100,0.01
0.9452519379844961,1.9143259508064896,100,0.05
0.8953488372093024,1.3812009495561735,100,0.1
0.8047480620155039,0.9650359378019229,100,0.2
0.999031007751938,5.933782479111702,101,0.001
0.9888565891472868,3.579073508577147,101,0.01
0.9542151162790697,2.0446883666280278,101,0.05
0.904312015503876,1.4724413653677542,101,0.1
0.8122577519379846,0.9958082801870418,101,0.2
0.9987887596899225,5.927827840012116,102,0.001
0.9888565891472868,3.516161428936966,102,0.01
0.9442829457364341,1.8723816774095674,102,0.05
0.8931686046511628,1.385754424085608,102,0.1
0.8059593023255814,0.9831917179053428,102,0.2
0.998546511627907,5.429327336196465,103,0.001
0.9866763565891473,3.3916665150167393,103,0.01
0.9457364341085271,1.8662179832712802,103,0.05
0.8885658914728682,1.3822063537831113,103,0.1
0.7960271317829457,0.9597262080064084,103,0.2
0.999515503875969,6.402344834563025,104,0.001
0.9871608527131783,3.4448779883968133,104,0.01
0.9481589147286822,1.929732546161021,104,0.05
0.8980135658914729,1.3880765768304664,104,0.1
0.8054748062015504,0.9623843079193438,104,0.2
0.9992732558139535,6.138904214994048,105,0.001
0.9842538759689923,3.207586181427315,105,0.01
0.9464631782945736,1.9325412686326864,105,0.05
0.8984980620155039,1.4064818194894753,105,0.1
0.809593023255814,0.9882289196246457,105,0.2
0.999515503875969,6.452531356550921,106,0.001
0.9876453488372093,3.374572972287828,106,0.01
0.9471899224806202,1.876150388486877,106,0.05
0.8912306201550387,1.3551657515617848,106,0.1
0.7969961240310077,0.9504575596950673,106,0.2
0.998546511627907,5.621874257202748,107,0.001
0.9861918604651163,3.2528123017619213,107,0.01
0.9440406976744186,1.8969902994869379,107,0.05
0.8929263565891473,1.4124206488344373,107,0.1
0.7986918604651163,0.9672605444601922,107,0.2
0.998546511627907,5.513012519482217,108,0.001
0.9886143410852714,3.560801344017108,108,0.01
0.9498546511627907,1.9537217342133142,108,0.05
0.9001937984496124,1.4272590844496005,108,0.1
0.8011143410852714,0.9566266206161257,108,0.2
0.999515503875969,6.1910378857552875,109,0.001
0.9878875968992248,3.3948555085911134,109,0.01
0.9491279069767442,1.932005221125184,109,0.05
0.903343023255814,1.4379873530996534,109,0.1
0.8112887596899225,0.9746656457820837,109,0.2
0.9987887596899225,5.596310698754335,110,0.001
0.9881298449612403,3.48159429321072,110,0.01
0.9462209302325582,1.9737240898733333,110,0.05
0.8980135658914729,1.4371850390799212,110,0.1
0.7953003875968992,0.9666682637370133,110,0.2
0.9987887596899225,5.683611290841497,111,0.001
0.9888565891472868,3.46057401573209,111,0.01
0.9513081395348837,2.011337418441574,111,0.05
0.9045542635658915,1.4843475375102946,111,0.1
0.8032945736434108,0.9918084046123461,111,0.2
0.9997577519379846,5.976831823551647,112,0.001
0.9866763565891473,3.3375083524366644,112,0.01
0.9566375968992248,2.111152316025681,112,0.05
0.903827519379845,1.4676083540828166,112,0.1
0.8074127906976745,0.9749137370530891,112,0.2
0.998546511627907,5.514285702023457,113,0.001
0.9883720930232558,3.452423724442043,113,0.01
0.9513081395348837,2.0060368938885818,113,0.05
0.8953488372093024,1.4417384164762304,113,0.1
0.8047480620155039,0.9672856610540084,113,0.2
0.9992732558139535,5.871630973520806,114,0.001
0.9905523255813954,3.5701836432823333,114,0.01
0.9513081395348837,2.0200506105057805,114,0.05
0.9018895348837209,1.4574330539975662,114,0.1
0.812015503875969,1.0078864093718138,114,0.2
0.999515503875969,6.218712618477966,115,0.001
0.9881298449612403,3.3608843748685913,115,0.01
0.9503391472868217,1.971437364336985,115,0.05
0.8968023255813954,1.4161270208830374,115,0.1
0.8069282945736435,1.0070334143660582,115,0.2
0.9983042635658915,5.679876040293423,116,0.001
0.9852228682170543,3.2942596379262414,116,0.01
0.9442829457364341,1.9195530284885232,116,0.05
0.8994670542635659,1.4062389183219537,116,0.1
0.8125,0.9960622986717275,116,0.2
0.997577519379845,5.096476419584705,117,0.001
0.9878875968992248,3.4096601102296935,117,0.01
0.9452519379844961,1.9057513944695472,117,0.05
0.8934108527131783,1.3984409693149102,117,0.1
0.7991763565891473,0.9595027567168053,117,0.2
0.9987887596899225,5.759187260312231,118,0.001
0.9881298449612403,3.497939449520665,118,0.01
0.9464631782945736,1.8882330349921757,118,0.05
0.8960755813953488,1.379148490598734,118,0.1
